Customer_ID,Churn_Risk_Score,High_Risk_Flag
CUST_0000000,0.08427529504461864,0
CUST_0000001,0.013918090236543284,0
CUST_0000002,0.22687543528587992,0
CUST_0000003,0.04009859048910939,0
CUST_0000004,0.01374478815716467,0
CUST_0000005,0.009573754535743524,0
CUST_0000006,0.04583435738160874,0
CUST_0000007,0.013547629313658613,0
CUST_0000008,0.4807433578661378,0
CUST_0000009,0.028518186177123452,0
CUST_0000010,0.048231322654566124,0
CUST_0000011,0.06484697245966398,0
CUST_0000012,0.027423056253986677,0
CUST_0000013,0.06596511621341354,0
CUST_0000014,0.09512643470776726,0
CUST_0000015,0.12713696264653104,0
CUST_0000016,0.015293723907935208,0
CUST_0000017,0.5733012219447817,1
CUST_0000018,0.10547501233181669,0
CUST_0000019,0.007489516069990033,0
CUST_0000020,0.04376141199911179,0
CUST_0000021,0.03573169258641808,0
CUST_0000022,0.17221951813281,0
CUST_0000023,0.02155792025183431,0
CUST_0000024,0.02226448173483971,0
CUST_0000025,0.07434540066589809,0
CUST_0000026,0.024909005455561805,0
CUST_0000027,0.0065985118132764285,0
CUST_0000028,0.0895410102133252,0
CUST_0000029,0.12232608915530013,0
CUST_0000030,0.056298244284863755,0
CUST_0000031,0.035498754405228684,0
CUST_0000032,0.024898425695170076,0
CUST_0000033,0.06511078519113452,0
CUST_0000034,0.8090389766889731,1
CUST_0000035,0.01163094296797581,0
CUST_0000036,0.06366686024344281,0
CUST_0000037,0.021201079209215004,0
CUST_0000038,0.00583669293800685,0
CUST_0000039,0.02250325514599914,0
CUST_0000040,0.027927062150525313,0
CUST_0000041,0.014170560049250802,0
CUST_0000042,0.04031001590868333,0
CUST_0000043,0.007246565509819974,0
CUST_0000044,0.06620408085528595,0
CUST_0000045,0.7625423289533036,1
CUST_0000046,0.01446628733518313,0
CUST_0000047,0.05746656441822246,0
CUST_0000048,0.09828741142797201,0
CUST_0000049,0.020566875930802586,0
CUST_0000050,0.022230698573899088,0
CUST_0000051,0.06802422223157426,0
CUST_0000052,0.019943952801320323,0
CUST_0000053,0.061352815562588175,0
CUST_0000054,0.04008090732422941,0
CUST_0000055,0.011975288284549515,0
CUST_0000056,0.017281391745102456,0
CUST_0000057,0.045336900843559506,0
CUST_0000058,0.02060024433685108,0
CUST_0000059,0.060652051372895685,0
CUST_0000060,0.12870019128154303,0
CUST_0000061,0.07334227307844068,0
CUST_0000062,0.06288352248242902,0
CUST_0000063,0.02226448173483971,0
CUST_0000064,0.02043519771159481,0
CUST_0000065,0.03748673674110087,0
CUST_0000066,0.037511258134229855,0
CUST_0000067,0.032769070310723694,0
CUST_0000068,0.00954933371096289,0
CUST_0000069,0.040172578675347875,0
CUST_0000070,0.07299175716700057,0
CUST_0000071,0.009607866452364097,0
CUST_0000072,0.023725325395512132,0
CUST_0000073,0.09755904026622933,0
CUST_0000074,0.02940996358225636,0
CUST_0000075,0.009356105574663294,0
CUST_0000076,0.006295385656800039,0
CUST_0000077,0.016773726929510013,0
CUST_0000078,0.09068526789541441,0
CUST_0000079,0.017750599158630587,0
CUST_0000080,0.018584660842131485,0
CUST_0000081,0.01374603236432126,0
CUST_0000082,0.08530401041619733,0
CUST_0000083,0.02089146000587399,0
CUST_0000084,0.0137433169928483,0
CUST_0000085,0.06589322655293477,0
CUST_0000086,0.037774837334688054,0
CUST_0000087,0.022209380324961347,0
CUST_0000088,0.03102280573903809,0
CUST_0000089,0.044458967783280956,0
CUST_0000090,0.036713169358795844,0
CUST_0000091,0.009577447387784226,0
CUST_0000092,0.05807547077829624,0
CUST_0000093,0.11937268285778997,0
CUST_0000094,0.06311822560186098,0
CUST_0000095,0.7035616606809773,1
CUST_0000096,0.030997019891404264,0
CUST_0000097,0.031592589719816266,0
CUST_0000098,0.028554587558845733,0
CUST_0000099,0.015069586938923634,0
CUST_0000100,0.006172945324245541,0
CUST_0000101,0.057680833064817194,0
CUST_0000102,0.028147730444839425,0
CUST_0000103,0.0614311029723621,0
CUST_0000104,0.012115258215039173,0
CUST_0000105,0.03226834427571881,0
CUST_0000106,0.07033073381014708,0
CUST_0000107,0.22248555091091476,0
CUST_0000108,0.03565020194914234,0
CUST_0000109,0.08660230272159085,0
CUST_0000110,0.14514051455464122,0
CUST_0000111,0.014232643441584735,0
CUST_0000112,0.01411126398698142,0
CUST_0000113,0.0064644800085039466,0
CUST_0000114,0.02019316972279881,0
CUST_0000115,0.26631904713444304,0
CUST_0000116,0.006235071365180987,0
CUST_0000117,0.02250325514599914,0
CUST_0000118,0.048267992582648696,0
CUST_0000119,0.0034659189623861973,0
CUST_0000120,0.019943952801320323,0
CUST_0000121,0.09405053071967272,0
CUST_0000122,0.19086826848148888,0
CUST_0000123,0.11832259983929834,0
CUST_0000124,0.46845836048978806,0
CUST_0000125,0.026665204564814884,0
CUST_0000126,0.06077460574029343,0
CUST_0000127,0.020634292795089056,0
CUST_0000128,0.01147606440429994,0
CUST_0000129,0.08357729674257748,0
CUST_0000130,0.006108423580706301,0
CUST_0000131,0.05288018768574404,0
CUST_0000132,0.03416105754306214,0
CUST_0000133,0.030033791564474395,0
CUST_0000134,0.012649952249818129,0
CUST_0000135,0.05709889277668969,0
CUST_0000136,0.014616951499546811,0
CUST_0000137,0.05571506749569626,0
CUST_0000138,0.09284138378685743,0
CUST_0000139,0.007374014399471536,0
CUST_0000140,0.6602717254159749,1
CUST_0000141,0.07902493470204872,0
CUST_0000142,0.034139422428556596,0
CUST_0000143,0.00613320730785565,0
CUST_0000144,0.044196448828725726,0
CUST_0000145,0.011937613796942078,0
CUST_0000146,0.01584033906890666,0
CUST_0000147,0.04322772547794043,0
CUST_0000148,0.1855202999098327,0
CUST_0000149,0.006298925035291236,0
CUST_0000150,0.04202750999477931,0
CUST_0000151,0.025110647339720817,0
CUST_0000152,0.10398676584018185,0
CUST_0000153,0.6482632670365001,1
CUST_0000154,0.08173944139434797,0
CUST_0000155,0.011631265446838446,0
CUST_0000156,0.031785166665235516,0
CUST_0000157,0.03359632503037663,0
CUST_0000158,0.021967791314944994,0
CUST_0000159,0.006973531789246668,0
CUST_0000160,0.04311707533426283,0
CUST_0000161,0.0033093407537514935,0
CUST_0000162,0.02242860383495462,0
CUST_0000163,0.031056532165844076,0
CUST_0000164,0.0777230741094337,0
CUST_0000165,0.03996141063415213,0
CUST_0000166,0.10359358867576834,0
CUST_0000167,0.11213695930399098,0
CUST_0000168,0.15310554620292396,0
CUST_0000169,0.006320752053650058,0
CUST_0000170,0.0324964854497305,0
CUST_0000171,0.09176309921044269,0
CUST_0000172,0.10252870633690489,0
CUST_0000173,0.058394439570267596,0
CUST_0000174,0.012030809797603534,0
CUST_0000175,0.045169906792060247,0
CUST_0000176,0.22359616683784422,0
CUST_0000177,0.006097459311263175,0
CUST_0000178,0.483666524671813,0
CUST_0000179,0.025417900876310618,0
CUST_0000180,0.010150153415805626,0
CUST_0000181,0.013708870204783785,0
CUST_0000182,0.007149135205094354,0
CUST_0000183,0.09303204172958351,0
CUST_0000184,0.014056215804773037,0
CUST_0000185,0.01524842395155735,0
CUST_0000186,0.0073748092834972495,0
CUST_0000187,0.027963138227067967,0
CUST_0000188,0.035880439534943485,0
CUST_0000189,0.0433245010555264,0
CUST_0000190,0.03405831999588586,0
CUST_0000191,0.058835566268239055,0
CUST_0000192,0.07097000136536152,0
CUST_0000193,0.10584643631070416,0
CUST_0000194,0.015472397797828209,0
CUST_0000195,0.20798377687857078,0
CUST_0000196,0.029577038238173356,0
CUST_0000197,0.01193260883658521,0
CUST_0000198,0.008108164827460714,0
CUST_0000199,0.10198961683446618,0
CUST_0000200,0.00583669293800685,0
CUST_0000201,0.11770642390487257,0
CUST_0000202,0.09370685515269021,0
CUST_0000203,0.014228618308780859,0
CUST_0000204,0.08119751922915795,0
CUST_0000205,0.015943723891500578,0
CUST_0000206,0.026458939581855745,0
CUST_0000207,0.015800672348435955,0
CUST_0000208,0.03234704536310727,0
CUST_0000209,0.023398975722482385,0
CUST_0000210,0.05268473203748118,0
CUST_0000211,0.05132699722460172,0
CUST_0000212,0.02353570756151595,0
CUST_0000213,0.06163407788997982,0
CUST_0000214,0.2948629887833216,0
CUST_0000215,0.049283817835452826,0
CUST_0000216,0.0108225665593483,0
CUST_0000217,0.24635786881864336,0
CUST_0000218,0.02125455649799278,0
CUST_0000219,0.5593915119169275,1
CUST_0000220,0.012313462349109908,0
CUST_0000221,0.02447353892147608,0
CUST_0000222,0.09324218894681698,0
CUST_0000223,0.07175396241498182,0
CUST_0000224,0.06049058363979564,0
CUST_0000225,0.022078567193529814,0
CUST_0000226,0.0956040312642324,0
CUST_0000227,0.07015323450835063,0
CUST_0000228,0.015409130656272614,0
CUST_0000229,0.02490985611242597,0
CUST_0000230,0.021699023713247726,0
CUST_0000231,0.823002985304581,1
CUST_0000232,0.019998588514813682,0
CUST_0000233,0.018639684648056848,0
CUST_0000234,0.011857736973450349,0
CUST_0000235,0.02641876358428366,0
CUST_0000236,0.33015743226576266,0
CUST_0000237,0.041173390120336585,0
CUST_0000238,0.1070101663184845,0
CUST_0000239,0.023547482020646476,0
CUST_0000240,0.007432271334595637,0
CUST_0000241,0.05309931765691652,0
CUST_0000242,0.03235666161128478,0
CUST_0000243,0.06406829575334404,0
CUST_0000244,0.05139084095962936,0
CUST_0000245,0.06770869817615172,0
CUST_0000246,0.023939322365429793,0
CUST_0000247,0.08048388274508568,0
CUST_0000248,0.013548503894707478,0
CUST_0000249,0.04036458780411669,0
CUST_0000250,0.03967942720249128,0
CUST_0000251,0.06408513882616709,0
CUST_0000252,0.0330715431255224,0
CUST_0000253,0.01578274874839004,0
CUST_0000254,0.02054832378945641,0
CUST_0000255,0.05308695700015472,0
CUST_0000256,0.017848127736977946,0
CUST_0000257,0.39252627628002684,0
CUST_0000258,0.0780429362311431,0
CUST_0000259,0.02153581630864643,0
CUST_0000260,0.010998986062000646,0
CUST_0000261,0.45974151737847146,0
CUST_0000262,0.02793215838506912,0
CUST_0000263,0.013814071041497122,0
CUST_0000264,0.09556905673816224,0
CUST_0000265,0.02921361115245608,0
CUST_0000266,0.0226645603711832,0
CUST_0000267,0.05036091596392953,0
CUST_0000268,0.06337187460939162,0
CUST_0000269,0.01945266751268579,0
CUST_0000270,0.19018159541354138,0
CUST_0000271,0.037658710429205315,0
